Sr.No,Change Control ,DA/Legacy,Zone/VLAN,OS Type,OS Version,Environment,Host Name,DNS Name,Domain,Production IP,Management IP,Secondary IP,Virtual  IP,ILO IP,Status,Function/Service,Function Types,Asset Type,Asset Owner,Department,"Hardware 
Category",Serial Number,Manfucaturer,Model,TP Counter Part,OSQ
66,25-Aug-2021,DA,Exposed,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PEMBXAPP04,A0310PEMBXAPP04.TNBSS.com.pk,TNBSS,10.12.4.45,172.31.226.103,10.12.4.49,#N/A,#N/A,Powered On,MagicBox,Application,OSS/BSS Applications,Asim Mukhtar,CRM,VM,#N/A,"VMware, Inc.","VMware, Inc.",Fahad Mehmood Chughtai,#N/A
67,25-Aug-2021,DA,Exposed,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PEMBXRTR01,A0310PEMBXRTR01.TNBSS.com.pk,TNBSS,10.12.4.46,172.31.226.104,#N/A,#N/A,#N/A,Powered Off,MagicBox,#N/A,OSS/BSS Applications,Asim Mukhtar,#N/A,VM,#N/A,"VMware, Inc.","VMware, Inc.",Fahad Mehmood Chughtai,#N/A
68,25-Aug-2021,DA,Exposed,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PEMBXRTR02,A0310PEMBXRTR02.TNBSS.com.pk,TNBSS,10.12.4.47,172.31.226.105,#N/A,#N/A,#N/A,Powered On,MagicBox,Application,OSS/BSS Applications,Asim Mukhtar,CRM,VM,#N/A,"VMware, Inc.","VMware, Inc.",Fahad Mehmood Chughtai,#N/A
69,25-Aug-2021,DA,Exposed,Red Hat,RHEL 7.4,Production,A0310PEMEDFTP01,A0310PEMEDFTP01,Red Hat,10.12.6.5,172.31.224.197,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,Mediation FTP Server,File Server,OSS/BSS Applications,Yasir Mehmood / Osama Rashid Maqbool / Jazib Hussain,Revenue Assurance,VM,#N/A,#N/A,#N/A,Osama Rashid,#N/A
70,25-Aug-2021,DA,Exposed,Red Hat,RHEL 7.4,Production,A0310PENGXPRX01,a0310pengxprx01.tnbss.com.pk,Red Hat,10.12.4.140,172.31.226.150,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,BI Insight Server,Proxy,BI Applications,Anas Mehmood,#N/A,VM,#N/A,#N/A,#N/A,Anas Mehmood / Anas Sabir,#N/A
71,25-Aug-2021,DA,Exposed,Red Hat,RHEL 7.4,Production,A0310PENMSAPP01,A0310PENMSAPP01,Red Hat,10.12.5.28,172.31.226.204,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,NMS App,Application,Enterprise Applications,Zubair Haider,Network Planning,VM,#N/A,#N/A,#N/A,Zubair Haider,#N/A
72,25-Aug-2021,DA,Exposed,Red Hat,Red Hat Enterprise Linux 7 (64-bit),Production,A0310PEPRXAPP01,A0310PEPRXAPP01,Red Hat,#N/A,#N/A,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered Off,NGINX Proxy Server - 1/2,Application,OSS/BSS Applications,#N/A,NA TBD,VM,#N/A,#N/A,#N/A,#N/A,#N/A
73,25-Aug-2021,DA,Exposed,Red Hat,RHEL 7.4,Production,A0310PEPRXAPP02,A0310PEPRXAPP02,Red Hat,10.12.10.11,172.31.238.38,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,NGINX Proxy Server - 2/2,Application,OSS/BSS Applications,hassan.shah,NA TBD,VM,#N/A,#N/A,#N/A,#N/A,#N/A
74,25-Aug-2021,DA,Exposed,Red Hat,RHEL 7.7,Production,A0310PEPTEST01,A0310PEPTEST01,Red Hat,10.12.2.132,172.31.199.132,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,Penetration Testing node 1 ,Test,Enterprise Applications,Bakhatawar Arif / Hassaan Butt / Taqueer Ahmed,Sec Ops,VM,#N/A,#N/A,#N/A,Muhammad Ali Raza,#N/A
75,25-Aug-2021,DA,Exposed,Red Hat,RHEL 7.4,Production,A0310PEQLKLB01,A0310PEQLKLB01,Red Hat,10.12.5.165,172.31.224.69,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,Reverse_Proxy_API_Load balancer,Load balancer,BI Applications,Anas Mehmood / Kashif Shahzad Malik / Mehwish Mujtaba,#N/A,VM,#N/A,#N/A,#N/A,Anas Mehmood / Anas Sabir,#N/A
76,25-Aug-2021,DA,Exposed,Red Hat,RHEL 7.4,Production,A0310PEQLKPXY1,A0310PEQLKPXY1,Red Hat,10.12.5.164,172.31.224.68,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,Reverse_Proxy_API_BI QLK Proxy,Proxy,BI Applications,Anas Mehmood / Kashif Shahzad Malik / Mehwish Mujtaba,#N/A,VM,#N/A,#N/A,#N/A,Anas Mehmood / Anas Sabir,#N/A
77,25-Aug-2021,DA,Exposed,Microsoft Windows,Microsoft Windows Server 2019 R2 (64-bit),Production,A0310PERDG01,#N/A,WorkGroup,10.12.8.162,172.31.226.226,#N/A,#N/A,#N/A,Powered On,ABS TestBed,#N/A,#N/A,Jahanzaib Ayaz Mekun,Technology - Services Operations,VM,#N/A,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
78,25-Aug-2021,DA,Exposed,Red Hat,RHEL 7.7,Production,A0310PERHS01,a0310perhs01.tnpak.com.pk,Red Hat,10.12.2.137,172.31.199.157,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,Redhat satellite ,Management (Provisioning),Enterprise Applications,Cloud Infra Operations Team,Infra Ops,VM,#N/A,#N/A,#N/A,Rafi Ullah Marwat / Muhammad Ali Raza,#N/A
79,25-Aug-2021,DA,Exposed,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PERPAAPP04,A0310PERPAAPP04.tnpak.com.pk,TNPAK,10.12.7.37,172.31.225.228,#N/A,#N/A,#N/A,Powered On,RPA,Application,Enterprise Applications,Ehsun Atta/Shahid,SED,VM,#N/A,"VMware, Inc.","VMware, Inc.",Amena Shakil,#N/A
80,25-Aug-2021,DA,Exposed,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PESCCM02,A0310PESCCM02.tnpak.com.pk,TNPAK,10.12.3.133,172.31.224.101,#N/A,#N/A,#N/A,Powered On,SCCM,Application,Enterprise Applications,EAO,EAO ,VM,#N/A,"VMware, Inc.","VMware, Inc.",Mohammad Ali Raza,#N/A
81,25-Aug-2021,DA,Exposed,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PESCCM03,A0310PESCCM03.TNBSS.com.pk,TNBSS,10.12.3.134,172.31.224.102,#N/A,#N/A,#N/A,Powered On,SCCM,Application,Enterprise Applications,EAO,EAO ,VM,#N/A,"VMware, Inc.","VMware, Inc.",Mohammad Ali Raza,#N/A
82,25-Aug-2021,DA,Exposed,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PESCCM04,A0310PESCCM04.TNBSS.com.pk,TNBSS,10.12.3.135,172.31.224.103,#N/A,#N/A,#N/A,Powered On,SCCM,Application,Enterprise Applications,EAO,EAO ,VM,#N/A,"VMware, Inc.","VMware, Inc.",Mohammad Ali Raza,#N/A
83,25-Aug-2021,DA,Exposed,Microsoft Windows,Microsoft Windows Server 2016 R2 (64-bit),Production,A0310PESNRAPP01,A0310PESNRAPP01.tnpak.com.pk,TNPAK, 10.12.8.100,172.31.249.100,#N/A,#N/A,#N/A,Powered On,Application server,Application,Enterprise Applications,Majid Jahangeer,SECOPS,VM,#N/A,"VMware, Inc.","VMware, Inc.",Mohammad Ali Raza,#N/A
84,25-Aug-2021,DA,Exposed,Red Hat,RHEL 7.9,Production,A0310PESQDPRX01,A0310PESQDPRX01,Red Hat,#N/A,#N/A,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered Off,Development & Test,Development & Test,Development & Test,Syed Afraz Ali,Infra Planning,VM,#N/A,#N/A,#N/A,Farhan Ali,#N/A
85,25-Aug-2021,DA,Exposed,Red Hat,RHEL 7.9,Production,A0310PESQUID01,host1.com,Red Hat,10.12.6.200,172.31.225.136,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,Squid Proxy Server,Application,Enterprise Applications,Syed Afraz Ali,Infra Planning,VM,#N/A,#N/A,#N/A,Syed Afraz Ali,#N/A
86,25-Aug-2021,DA,Exposed,Red Hat,RHEL 7.9,Production,A0310PESQUID02,host2.com,Red Hat,10.12.6.201,172.31.225.137,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,Squid Proxy Server,Application,Enterprise Applications,Syed Afraz Ali,Infra Planning,VM,#N/A,#N/A,#N/A,Syed Afraz Ali,#N/A
87,25-Aug-2021,DA,Exposed,Red Hat,RHEL 7.7,Production,A0310PESQUIDPXY1,a0310pesquidpxy1.tnbss.com.pk,Red Hat,10.12.6.197,172.31.225.133,172.31.225.134,#N/A,#N/A,Powered On,Squid Proxy ,Proxy,Enterprise Applications,Syed Afraz Ali,Infra Planning,VM,#N/A,#N/A,#N/A,Syed Afraz Ali,#N/A
88,25-Aug-2021,DA,Exposed,Red Hat,RHEL 7.7,Production,A0310PESQUIDPXY2,a0310pesquidpxy2.tnbss.com.pk,Red Hat,#N/A,172.31.225.135,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,Squid Proxy ,Proxy,Enterprise Applications,Suhail Ansari/ Athar Mahmood,Infra Planning,VM,#N/A,#N/A,#N/A,Muhammad Ali Raza,#N/A
89,25-Aug-2021,DA,Exposed,Red Hat,RHEL 7.7,Production,A0310PESSCICWEB01,a0310pesscicweb01,Red Hat,10.12.3.170,172.31.226.36,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,Digital-SnSC Web Server,Webserver,Enterprise Applications,Zeeshan Mazhar,Digital SNSC,VM,#N/A,#N/A,#N/A,Zeeshan Mazhar,#N/A
90,25-Aug-2021,DA,Exposed,Red Hat,RHEL 7.9,Production,A0310PESSCICWEB02,a0310pesscicweb01,Red Hat,#N/A,#N/A,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered Off,Digital-SnSC Web Server,Webserver,Enterprise Applications,Zeeshan Mazhar,Digital SNSC,VM,#N/A,#N/A,#N/A,Zeeshan Mazhar,#N/A
91,25-Aug-2021,DA,IP-Core,VMWare ESX Server,VMware ESXI 6.5,Production,A0310PESXHYP100,A0310PESXHYP100,ESX,10.248.20.200,#N/A,No Secondary IP Per VMWare Record / Shared,#N/A,10.248.37.27,Powered On,ESX Host,ESX Host,Enterprise Applications,Cloud Infra Operations Team,Infra Ops,Physical,SGH437W27W,HP,HP Proliant BL460c Gen8,Rafi Ullah Marwat / Muhammad Ali Raza,#N/A
92,25-Aug-2021,DA,IP-Core,VMWare ESX Server,VMware ESXI 6.5,Production,A0310PESXHYP89,A0310PESXHYP89,ESX,10.248.20.199,#N/A,No Secondary IP Per VMWare Record / Shared,#N/A,10.248.37.24,Powered On,ESX Host,ESX Host,Enterprise Applications,Cloud Infra Operations Team,Infra Ops,Physical,SGH642XY4A,HP,HP Proliant BL460c Gen9,Rafi Ullah Marwat / Muhammad Ali Raza,#N/A
93,25-Aug-2021,DA,IP-Core,VMWare ESX Server,VMware ESXI 6.5,Production,A0310PESXHYP90,A0310PESXHYP90,ESX,10.248.20.198,#N/A,No Secondary IP Per VMWare Record / Shared,#N/A,10.248.37.25,Powered On,ESX Host,ESX Host,Enterprise Applications,Cloud Infra Operations Team,Infra Ops,Physical,SGH642XY4C,HP,HP Proliant BL460c Gen9,Rafi Ullah Marwat / Muhammad Ali Raza,#N/A
94,25-Aug-2021,DA,IP-Core,VMWare ESX Server,VMware ESXI 6.5,Production,A0310PESXHYP91,A0310PESXHYP91,ESX,10.248.20.191,#N/A,No Secondary IP Per VMWare Record / Shared,#N/A,10.248.37.15,Powered On,ESX Host,ESX Host,Enterprise Applications,Cloud Infra Operations Team,Infra Ops,Physical,SGH546WMJ0,HP,HP Proliant BL460c Gen9,Rafi Ullah Marwat / Muhammad Ali Raza,#N/A
95,25-Aug-2021,DA,IP-Core,VMWare ESX Server,VMware ESXI 6.5,Production,A0310PESXHYP92,A0310PESXHYP92,ESX,10.248.20.192,#N/A,No Secondary IP Per VMWare Record / Shared,#N/A,10.248.37.16,Powered On,ESX Host,ESX Host,Enterprise Applications,Cloud Infra Operations Team,Infra Ops,Physical,SGH546WMJ6,HP,HP Proliant BL460c Gen9,Rafi Ullah Marwat / Muhammad Ali Raza,#N/A
96,25-Aug-2021,DA,IP-Core,VMWare ESX Server,VMware ESXI 6.5,Production,A0310PESXHYP93,A0310PESXHYP93,ESX,10.248.20.193,#N/A,No Secondary IP Per VMWare Record / Shared,#N/A,10.248.37.17,Powered On,ESX Host,ESX Host,Enterprise Applications,Cloud Infra Operations Team,Infra Ops,Physical,SGH546WMJ4,HP,HP Proliant BL460c Gen9,Rafi Ullah Marwat / Muhammad Ali Raza,#N/A
97,25-Aug-2021,DA,IP-Core,VMWare ESX Server,VMware ESXI 6.5,Production,A0310PESXHYP94,A0310PESXHYP94,ESX,10.248.20.194,#N/A,No Secondary IP Per VMWare Record / Shared,#N/A,10.248.37.18,Powered On,ESX Host,ESX Host,Enterprise Applications,Cloud Infra Operations Team,Infra Ops,Physical,SGH546WDSL,HP,HP Proliant BL460c Gen9,Rafi Ullah Marwat / Muhammad Ali Raza,#N/A
98,25-Aug-2021,DA,IP-Core,VMWare ESX Server,VMware ESXI 6.5,Production,A0310PESXHYP95,A0310PESXHYP95,ESX,10.248.20.195,#N/A,No Secondary IP Per VMWare Record / Shared,#N/A,10.248.37.19,Powered On,ESX Host,ESX Host,Enterprise Applications,Cloud Infra Operations Team,Infra Ops,Physical,SGH546WMJ2,HP,HP Proliant BL460c Gen9,Rafi Ullah Marwat / Muhammad Ali Raza,#N/A
99,25-Aug-2021,DA,IP-Core,VMWare ESX Server,VMware ESXI 6.5,Production,A0310PESXHYP96,A0310PESXHYP96,ESX,10.248.20.196,#N/A,No Secondary IP Per VMWare Record / Shared,#N/A,10.248.37.20,Powered On,ESX Host,ESX Host,Enterprise Applications,Cloud Infra Operations Team,Infra Ops,Physical,SGH546WDSN,HP,HP Proliant BL460c Gen9,Rafi Ullah Marwat / Muhammad Ali Raza,#N/A
100,25-Aug-2021,DA,IP-Core,VMWare ESX Server,VMware ESXI 6.5,Production,A0310PESXHYP99,A0310PESXHYP99,ESX,10.248.20.197,#N/A,No Secondary IP Per VMWare Record / Shared,#N/A,10.248.37.26,Powered On,ESX Host,ESX Host,Enterprise Applications,Cloud Infra Operations Team,Infra Ops,Physical,SGH419FY2B,HP,HP Proliant BL460c Gen8,Rafi Ullah Marwat / Muhammad Ali Raza,#N/A
101,25-Aug-2021,DA,IP-Core,VMWare ESX Server,VMware ESXi 6.5.0 build-17097218,Production,A0310PESXRBT01,A0310PESXRBT01,ESX,Not Required ,10.254.84.4,No Secondary IP Per VMWare Record / Shared,#N/A,10.254.84.130,Powered On,ESXi,ESX Host,Enterprise Applications,Suhail Ansari/ Athar Mahmood,Infra Ops,Physical,SGH105VBSG,HPE,DL 360,Muhammad Ali Raza,#N/A
102,25-Aug-2021,DA,IP-Core,VMWare ESX Server,VMware ESXi 6.5.0 build-17097218,Production,A0310PESXRBT02,A0310PESXRBT02,ESX,Not Required ,10.254.84.5,No Secondary IP Per VMWare Record / Shared,#N/A,10.254.84.131,Powered On,ESXi,ESX Host,Enterprise Applications,Suhail Ansari/ Athar Mahmood,Infra Ops,Physical,SGH105VBSD,HPE,DL 360,Muhammad Ali Raza,#N/A
103,25-Aug-2021,DA,IP-Core,VMWare ESX Server,VMware ESXi 6.5.0 build-17097218,Production,A0310PESXRBT03,A0310PESXRBT03,ESX,Not Required ,10.250.114.4,No Secondary IP Per VMWare Record / Shared,#N/A,10.250.114.132,Powered On,ESXi,ESX Host,Enterprise Applications,Suhail Ansari/ Athar Mahmood,Infra Ops,Physical,SGH105VBSJ,HPE,DL 360,Muhammad Ali Raza,#N/A
104,25-Aug-2021,DA,IP-Core,VMWare ESX Server,VMware ESXi 6.5.0 build-17097218,Production,A0310PESXRBT04,A0310PESXRBT04,ESX,Not Required ,10.250.114.5,No Secondary IP Per VMWare Record / Shared,#N/A,10.250.114.133,Powered On,ESXi,ESX Host,Enterprise Applications,Suhail Ansari/ Athar Mahmood,Infra Ops,Physical,SGH105VBSL,HPE,DL 360,Muhammad Ali Raza,#N/A
105,25-Aug-2021,DA,Exposed,Red Hat,RHEL 7.7,Production,A0310PESYSLOG01,A0310PESYSLOG01,Red Hat,10.12.7.165,172.31.249.37,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,SPLUNK_SYSLOGGER,Splunk,Enterprise Applications,Bakhatawar Arif / Hassaan Butt / Taqueer Ahmed,Sec Ops,VM,#N/A,#N/A,#N/A,Muhammad Ali Raza,#N/A
106,25-Aug-2021,DA,Exposed,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PETRATCS01,A0310PETRATCS01.TNBSS.com.pk,TNBSS,10.12.5.196,172.31.224.133,#N/A,#N/A,#N/A,Powered On,OSS/BSS Applications,Application,OSS/BSS Applications,Maryam Bakhtawar,SED,VM,#N/A,"VMware, Inc.","VMware, Inc.",Awais Sabir,#N/A
107,25-Aug-2021,DA,Exposed,Red Hat,RHEL 7.4,Production,A0310PEUSDWEB01,A0310PEUSDWEB01,Red Hat,10.12.5.134,172.31.220.198,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,USSD-DYNAMIC,Webserver,OSS/BSS Applications,Rehan Imdad / Sadia Shafiq / Ridha Anwar / Muhammad Rehan,SED,VM,#N/A,#N/A,#N/A,Rehan Imdad / Sadia Shafiq / Ridha Anwar / Muhammad Rehan,#N/A
108,25-Aug-2021,DA,Exposed,Red Hat,RHEL 7.4,Production,A0310PEVEL01,a0310pevel01,Red Hat,10.12.1.138,172.31.197.131,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,Telenor-Velocity,Webserver,OSS/BSS Applications,Afnan ur Rehman,S&D,VM,#N/A,#N/A,#N/A,Afnan ur Rehman,#N/A
109,25-Aug-2021,DA,Exposed,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PEWSUS01,A0310PEWSUS01,WorkGroup,10.12.0.100,172.31.196.100,#N/A,#N/A,#N/A,Powered On,WSUS,WSUS,Enterprise Applications,EAO,EAO ,VM,#N/A,"VMware, Inc.","VMware, Inc.",Mohammad Ali Raza,#N/A
110,25-Aug-2021,DA,Exposed,Red Hat,RHEL 7.7,Production,A0310PEXENPRX01,A0310PEXENPRX01,Red Hat,10.12.7.132,172.31.249.4,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,Xenon,proxy,OSS/BSS Applications,Nabeel Javed / Waleed Khan,SED,VM,#N/A,#N/A,#N/A,Nabeel Javed,#N/A
111,25-Aug-2021,DA,Exposed,Red Hat,RHEL 7.7,Production,A0310PEXENPRX02,A0310PEXENPRX02,Red Hat,10.12.7.133,172.31.249.5,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,Xenon,proxy,OSS/BSS Applications,Nabeel Javed / Waleed Khan,SED,VM,#N/A,#N/A,#N/A,Nabeel Javed,#N/A
112,25-Aug-2021,DA,Exposed,Red Hat,RHEL 7.7,Production,A0310PEXENPRX03,A0310PEXENPRX03,Red Hat,10.12.7.134,172.31.249.6,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,Xenon,proxy,OSS/BSS Applications,Nabeel Javed / Waleed Khan,SED,VM,#N/A,#N/A,#N/A,Nabeel Javed,#N/A
113,25-Aug-2021,DA,Exposed,Red Hat,RHEL 7.7,Production,A0310PEXENPRX04,A0310PEXENPRX04,Red Hat,10.12.7.135,172.31.249.7,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,Xenon,proxy,OSS/BSS Applications,Nabeel Javed / Waleed Khan,SED,VM,#N/A,#N/A,#N/A,Nabeel Javed,#N/A
114,25-Aug-2021,DA,Exposed,Red Hat,RHEL 7.7,Production,A0310PEXENPRX05,A0310PEXENPRX05,Red Hat,10.12.7.136,172.31.249.8,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,Xenon,proxy,OSS/BSS Applications,Nabeel Javed / Waleed Khan,SED,VM,#N/A,#N/A,#N/A,Nabeel Javed,#N/A
115,25-Aug-2021,DA,Exposed,Red Hat,RHEL 7.9,Production,A0310PEXENPRX05-Clone,A0310PEXENPRX05-clone,Red Hat,10.12.7.138,172.31.249.10,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,Xenon,proxy,OSS/BSS Applications,Nabeel Javed / Waleed Khan,SED,VM,#N/A,#N/A,#N/A,Nabeel Javed,#N/A
116,25-Aug-2021,DA,Exposed,Red Hat,RHEL 7.9,Production,A0310PEXENPRX05-Clone1,A0310PEXENPRX05-clone1,Red Hat,10.12.7.139,172.31.249.11,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,Xenon,proxy,OSS/BSS Applications,Nabeel Javed / Waleed Khan,SED,VM,#N/A,#N/A,#N/A,Nabeel Javed,#N/A
117,25-Aug-2021,DA,Exposed,Red Hat,RHEL 7.7,Production,A0310PEXENPRX06,A0310PEXENPRX06,Red Hat,10.12.7.137,172.31.249.9,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,Xenon,proxy,OSS/BSS Applications,Nabeel Javed / Waleed Khan,SED,VM,#N/A,#N/A,#N/A,Nabeel Javed,#N/A
118,25-Aug-2021,DA,Exposed,Red Hat,RHEL 7.9,Production,A0310PEXENPRX07,a0310pexenprx07,Red Hat,10.12.7.141,172.31.249.13,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,Xenon,proxy,OSS/BSS Applications,Nabeel Javed / Waleed Khan,SED,VM,#N/A,#N/A,#N/A,Nabeel Javed,#N/A
119,25-Aug-2021,DA,Exposed,Red Hat,RHEL 7.9,Production,A0310PEXENPRX08,A0310PEXENPRX08,Red Hat,10.12.7.142,172.31.249.14,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,Xenon,proxy,OSS/BSS Applications,Nabeel Javed / Waleed Khan,SED,VM,#N/A,#N/A,#N/A,Nabeel Javed,#N/A
120,25-Aug-2021,DA,Management,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PHPIRIS01,#N/A,WorkGroup,#N/A,172.31.215.102,172.31.215.103,#N/A,#N/A,Powered Off,Infra,#N/A,Enterprise Applications,CIO,Infra,VM,#N/A,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
121,25-Aug-2021,DA,IP-Core,Red Hat,RHEL 7.9,Production,A0310PIPCCTI01,A0310PIPCCTI01,Red Hat,10.249.44.36,10.249.44.4,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,Cacti,Application,Enterprise Applications,Zafar,OOS Ops,VM,#N/A,#N/A,#N/A,syed.rizvi@nokia.com ,#N/A
122,25-Aug-2021,DA,IP-Core,Red Hat,RHEL 7.7,Production,A0310PIPCFTP01,A0310PIPCFTP01,Red Hat,10.248.20.205,#N/A,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,ftp services,File Server,Enterprise Applications,Cloud Infra Operations Team,Infra Ops,VM,#N/A,"VMware, Inc.",#N/A,Rafi Ullah Marwat / Muhammad Ali Raza,#N/A
123,25-Aug-2021,DA,IP-Core,Red Hat,RHEL 7.7,Production,A0310PIPCFTP02,A0310PIPCFTP02,Red Hat,10.248.20.206,#N/A,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,ftp services,File Server,Enterprise Applications,Cloud Infra Operations Team,Infra Ops,VM,#N/A,"VMware, Inc.",#N/A,Rafi Ullah Marwat / Muhammad Ali Raza,#N/A
124,25-Aug-2021,DA,IP-Core,Red Hat,RHEL 7.7,Production,A0310PIPCSQUID01,A0310PIPCSQUID01,Red Hat,10.248.20.204,#N/A,10.248.25.6,#N/A,#N/A,Powered On,Squid Proxy-IP-Core,Proxy,Enterprise Applications,Cloud Infra Operations Team,Infra Ops,VM,#N/A,"VMware, Inc.",#N/A,Rafi Ullah Marwat / Muhammad Ali Raza,#N/A
125,25-Aug-2021,DA,IP-Core,Linux Applicance,Other 3.x or later Linux (64-bit),Production,A0310PIPVCSA01,A0310PIPVCSA01,Linux Applicance,10.248.20.210,#N/A,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,vCenter Appliance,Management (Provisioning),Enterprise Applications,Cloud Infra Operations Team,Infra Ops,VM,#N/A,"VMware, Inc.",#N/A,Rafi Ullah Marwat / Muhammad Ali Raza,#N/A
126,25-Aug-2021,DA,Management,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PMADDC01,A0310PMADDC01.TNBSS.com.pk,TNBSS,172.31.193.9,172.31.212.9,#N/A,#N/A,#N/A,Powered On,DC,Domain Controller,Enterprise Applications,EAO,EAO ,VM,#N/A,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
127,25-Aug-2021,DA,Management,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PMADDC02,A0310PMADDC02.tnpak.com.pk,TNPAK,172.31.193.6,172.31.212.6,#N/A,#N/A,#N/A,Powered On,DC,Domain Controller,Enterprise Applications,EAO,EAO ,VM,#N/A,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
128,25-Aug-2021,DA,Management,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PMADDC03,A0310PMADDC03.vendor.tnpak.com.pk,TNPAK,172.31.193.7,172.31.212.7,#N/A,#N/A,#N/A,Powered On,DC,Domain Controller,Enterprise Applications,EAO,EAO ,VM,#N/A,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
129,25-Aug-2021,DA,Management,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PMADDC04,A0310PMADDC04.TNBSS.com.pk,TNBSS,172.31.193.8,172.31.212.8,#N/A,#N/A,#N/A,Powered On,DC,Domain Controller,Enterprise Applications,EAO,EAO ,VM,#N/A,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
130,25-Aug-2021,DA,Management,Microsoft Windows,Microsoft Windows Server 2012 R2 (64-bit),Production,A0310PMADDC07,A0310PMADDC08.tnjhs.com.pk,TNJHS,172.31.195.133,172.31.209.37,#N/A,#N/A,#N/A,Powered On,DC,Domain Controller,Enterprise Applications,EAO,EAO ,VM,#N/A,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
131,25-Aug-2021,DA,Non-Exposed,Microsoft Windows,Microsoft Windows Server 2016 R2 (64-bit),Production,A0310PMADMPAPP01,A0310PMADMPAPP01.tnpak.com.pk,TNPAK,172.31.254.45,172.31.211.105,#N/A,#N/A,#N/A,Powered On,Application server,Application,Enterprise Applications,Najeeb Ullah,Enterprise Infrastructure,VM,#N/A,"VMware, Inc.","VMware, Inc.",#N/A,#N/A
132,25-Aug-2021,DA,Management,Red Hat,RHEL 7.7,Production,A0310PMANSIBLE01,a0310omansible01,Red Hat,172.31.194.188,172.31.208.28,No Secondary IP Per VMWare Record / Shared,#N/A,#N/A,Powered On,Ansible Server,Management (Provisioning),OSS/BSS Applications,Cloud Infra Operations Team,Infra Ops,VM,#N/A,#N/A,#N/A,Rafi Ullah Marwat / Muhammad Ali Raza,#N/A
